address;source_location;insn;indent
0x4013d0;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:52;PUSH	%RBX;
0x4013d1;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;TEST	%RSI,%RSI;
0x4013d4;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;JE	401795 <move_particles+0x3c5>;
0x4013da;:0;LEA	-0x1(%RSI),%R9;
0x4013de;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:81;VBROADCASTSS	%XMM0,%XMM8;
0x4013e3;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;MOV	%RSI,%R10;
0x4013e6;:0;AND	$-0x8,%R10;
0x4013ea;:0;LEA	-0x1(%R10),%RDX;
0x4013ee;:0;LEA	0x8(%RDI),%R8;
0x4013f2;:0;XOR	%EAX,%EAX;
0x4013f4;:0;VMOVSS	0xcc10(%RIP),%XMM9;
0x4013fc;:0;VMOVSS	0xcc0c(%RIP),%XMM15;
0x401404;:0;VMOVUPS	%XMM0,-0x40(%RSP);
0x40140a;:0;VMOVUPS	%XMM8,-0x50(%RSP);
0x401410;:0;JMP	40144e <move_particles+0x7e>;
0x401412;:0;NOPW	%CS:(%RAX,%RAX,1);
0x401420;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:81;VMOVSD	0xc(%RDI,%R11,8),%XMM1;(3) 
0x401427;:0;VFMADD231PS	%XMM4,%XMM8,%XMM1;(3) 
0x40142c;:0;VMOVLPS	%XMM1,0xc(%RDI,%R11,8);(3) 
0x401433;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:83;VFMADD213SS	0x14(%RDI,%R11,8),%XMM0,%XMM6;(3) 
0x40143a;:0;VMOVSS	%XMM6,0x14(%RDI,%R11,8);(3) 
0x401441;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;CMP	%R9,%RAX;(3) 
0x401444;:0;LEA	0x1(%RAX),%RAX;(3) 
0x401448;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;JE	4016f8 <move_particles+0x328>;(3) 
0x40144e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;LEA	(%RAX,%RAX,2),%R11;(3) 
0x401452;:0;VMOVSD	(%RDI,%R11,8),%XMM14;(3) 
0x401458;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VMOVSS	0x8(%RDI,%R11,8),%XMM7;(3) 
0x40145f;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;TEST	%R10,%R10;(3) 
0x401462;:0;JE	401680 <move_particles+0x2b0>;(3) 
0x401468;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VBROADCASTSS	%XMM14,%YMM12;(3) 
0x40146d;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VBROADCASTSS	0xcb92(%RIP),%YMM0;(3) 
0x401476;:0;VMOVUPS	%YMM14,-0x20(%RSP);(3) 
0x40147c;:0;VPERMPS	%YMM14,%YMM0,%YMM13;(3) 
0x401481;:0;VMOVUPS	%XMM7,-0x30(%RSP);(3) 
0x401487;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VBROADCASTSS	%XMM7,%YMM14;(3) 
0x40148c;:0;VXORPS	%XMM10,%XMM10,%XMM10;(3) 
0x401491;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VPBROADCASTQ	0xcb7e(%RIP),%YMM15;(3) 
0x40149a;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VMOVQ	%RDI,%XMM0;(3) 
0x40149f;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VPBROADCASTQ	%XMM0,%YMM0;(3) 
0x4014a4;:0;VXORPS	%XMM11,%XMM11,%XMM11;(3) 
0x4014a9;:0;VXORPS	%XMM9,%XMM9,%XMM9;(3) 
0x4014ae;:0;XOR	%ECX,%ECX;(3) 
0x4014b0;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VMOVQ	%RCX,%XMM4;  (4) 
0x4014b5;:0;VPBROADCASTQ	%XMM4,%YMM4;  (4) 
0x4014ba;:0;VPSRLQ	$0x20,%YMM4,%YMM5;  (4) 
0x4014bf;:0;VPMULUDQ	%YMM5,%YMM15,%YMM5;  (4) 
0x4014c3;:0;VPMULUDQ	%YMM4,%YMM15,%YMM4;  (4) 
0x4014c7;:0;VPSLLQ	$0x20,%YMM5,%YMM5;  (4) 
0x4014cc;:0;VPADDQ	%YMM5,%YMM4,%YMM4;  (4) 
0x4014d0;:0;VPADDQ	0xcb68(%RIP),%YMM4,%YMM5;  (4) 
0x4014d8;:0;VPCMPEQD	%XMM6,%XMM6,%XMM6;  (4) 
0x4014dc;:0;VXORPS	%XMM7,%XMM7,%XMM7;  (4) 
0x4014e0;:0;VPADDQ	0xcb78(%RIP),%YMM4,%YMM4;  (4) 
0x4014e8;:0;VPCMPEQD	%XMM2,%XMM2,%XMM2;  (4) 
0x4014ec;:0;VGATHERQPS	%XMM6,(%RDI,%YMM4,1),%XMM7;  (4) 
0x4014f2;:0;VXORPS	%XMM6,%XMM6,%XMM6;  (4) 
0x4014f6;:0;VGATHERQPS	%XMM2,(%RDI,%YMM5,1),%XMM6;  (4) 
0x4014fc;:0;VPADDQ	%YMM5,%YMM0,%YMM2;  (4) 
0x401500;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VPCMPEQD	%XMM5,%XMM5,%XMM5;  (4) 
0x401504;:0;VXORPS	%XMM3,%XMM3,%XMM3;  (4) 
0x401508;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VPADDQ	%YMM4,%YMM0,%YMM4;  (4) 
0x40150c;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VPCMPEQD	%XMM1,%XMM1,%XMM1;  (4) 
0x401510;:0;VGATHERQPS	%XMM5,0x4(,%YMM4,1),%XMM3;  (4) 
0x40151a;:0;VXORPS	%XMM5,%XMM5,%XMM5;  (4) 
0x40151e;:0;VGATHERQPS	%XMM1,0x4(,%YMM2,1),%XMM5;  (4) 
0x401528;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VPCMPEQD	%XMM1,%XMM1,%XMM1;  (4) 
0x40152c;:0;VXORPS	%XMM8,%XMM8,%XMM8;  (4) 
0x401531;:0;VGATHERQPS	%XMM1,0x8(,%YMM4,1),%XMM8;  (4) 
0x40153b;:0;VPCMPEQD	%XMM1,%XMM1,%XMM1;  (4) 
0x40153f;:0;VXORPS	%XMM4,%XMM4,%XMM4;  (4) 
0x401543;:0;VGATHERQPS	%XMM1,0x8(,%YMM2,1),%XMM4;  (4) 
0x40154d;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VINSERTF128	$0x1,%XMM7,%YMM6,%YMM1;  (4) 
0x401553;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VSUBPS	%YMM12,%YMM1,%YMM1;  (4) 
0x401558;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VINSERTF128	$0x1,%XMM3,%YMM5,%YMM2;  (4) 
0x40155e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VSUBPS	%YMM13,%YMM2,%YMM2;  (4) 
0x401563;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VINSERTF128	$0x1,%XMM8,%YMM4,%YMM3;  (4) 
0x401569;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VSUBPS	%YMM14,%YMM3,%YMM3;  (4) 
0x40156e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VMOVAPS	%YMM1,%YMM4;  (4) 
0x401572;:0;VBROADCASTSS	0xca91(%RIP),%YMM5;  (4) 
0x40157b;:0;VFMADD213PS	%YMM5,%YMM1,%YMM4;  (4) 
0x401580;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VFMADD231PS	%YMM2,%YMM2,%YMM4;  (4) 
0x401585;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VFMADD231PS	%YMM3,%YMM3,%YMM4;  (4) 
