address;source_location;insn;indent
0x4014b0;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VMOVQ	%RCX,%XMM4;
0x4014b5;:0;VPBROADCASTQ	%XMM4,%YMM4;
0x4014ba;:0;VPSRLQ	$0x20,%YMM4,%YMM5;
0x4014bf;:0;VPMULUDQ	%YMM5,%YMM15,%YMM5;
0x4014c3;:0;VPMULUDQ	%YMM4,%YMM15,%YMM4;
0x4014c7;:0;VPSLLQ	$0x20,%YMM5,%YMM5;
0x4014cc;:0;VPADDQ	%YMM5,%YMM4,%YMM4;
0x4014d0;:0;VPADDQ	0xcb68(%RIP),%YMM4,%YMM5;
0x4014d8;:0;VPCMPEQD	%XMM6,%XMM6,%XMM6;
0x4014dc;:0;VXORPS	%XMM7,%XMM7,%XMM7;
0x4014e0;:0;VPADDQ	0xcb78(%RIP),%YMM4,%YMM4;
0x4014e8;:0;VPCMPEQD	%XMM2,%XMM2,%XMM2;
0x4014ec;:0;VGATHERQPS	%XMM6,(%RDI,%YMM4,1),%XMM7;
0x4014f2;:0;VXORPS	%XMM6,%XMM6,%XMM6;
0x4014f6;:0;VGATHERQPS	%XMM2,(%RDI,%YMM5,1),%XMM6;
0x4014fc;:0;VPADDQ	%YMM5,%YMM0,%YMM2;
0x401500;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VPCMPEQD	%XMM5,%XMM5,%XMM5;
0x401504;:0;VXORPS	%XMM3,%XMM3,%XMM3;
0x401508;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VPADDQ	%YMM4,%YMM0,%YMM4;
0x40150c;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VPCMPEQD	%XMM1,%XMM1,%XMM1;
0x401510;:0;VGATHERQPS	%XMM5,0x4(,%YMM4,1),%XMM3;
0x40151a;:0;VXORPS	%XMM5,%XMM5,%XMM5;
0x40151e;:0;VGATHERQPS	%XMM1,0x4(,%YMM2,1),%XMM5;
0x401528;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VPCMPEQD	%XMM1,%XMM1,%XMM1;
0x40152c;:0;VXORPS	%XMM8,%XMM8,%XMM8;
0x401531;:0;VGATHERQPS	%XMM1,0x8(,%YMM4,1),%XMM8;
0x40153b;:0;VPCMPEQD	%XMM1,%XMM1,%XMM1;
0x40153f;:0;VXORPS	%XMM4,%XMM4,%XMM4;
0x401543;:0;VGATHERQPS	%XMM1,0x8(,%YMM2,1),%XMM4;
0x40154d;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VINSERTF128	$0x1,%XMM7,%YMM6,%YMM1;
0x401553;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:68;VSUBPS	%YMM12,%YMM1,%YMM1;
0x401558;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VINSERTF128	$0x1,%XMM3,%YMM5,%YMM2;
0x40155e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:69;VSUBPS	%YMM13,%YMM2,%YMM2;
0x401563;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VINSERTF128	$0x1,%XMM8,%YMM4,%YMM3;
0x401569;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:70;VSUBPS	%YMM14,%YMM3,%YMM3;
0x40156e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VMOVAPS	%YMM1,%YMM4;
0x401572;:0;VBROADCASTSS	0xca91(%RIP),%YMM5;
0x40157b;:0;VFMADD213PS	%YMM5,%YMM1,%YMM4;
0x401580;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VFMADD231PS	%YMM2,%YMM2,%YMM4;
0x401585;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VFMADD231PS	%YMM3,%YMM3,%YMM4;
0x40158a;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:72;VEXTRACTF128	$0x1,%YMM4,%XMM5;
0x401590;:0;VCVTPS2PD	%XMM4,%YMM4;
0x401594;:0;VCVTPS2PD	%XMM5,%YMM5;
0x401598;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:72;VSQRTPD	%YMM4,%YMM6;
0x40159c;:0;VMULPD	%YMM4,%YMM6,%YMM4;
0x4015a0;:0;VSQRTPD	%YMM5,%YMM6;
0x4015a4;:0;VCVTPD2PS	%YMM4,%XMM4;
0x4015a8;:0;VMULPD	%YMM5,%YMM6,%YMM5;
0x4015ac;:0;VCVTPD2PS	%YMM5,%XMM5;
0x4015b0;:0;VINSERTF128	$0x1,%XMM5,%YMM4,%YMM4;
0x4015b6;:0;VRCPPS	%YMM4,%YMM5;
0x4015ba;:0;VBROADCASTSS	0xca4d(%RIP),%YMM6;
0x4015c3;:0;VFMSUB213PS	%YMM6,%YMM5,%YMM4;
0x4015c8;:0;VFNMADD132PS	%YMM5,%YMM5,%YMM4;
0x4015cd;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:75;VFMADD231PS	%YMM1,%YMM4,%YMM9;
0x4015d2;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:76;VFMADD231PS	%YMM2,%YMM4,%YMM11;
0x4015d7;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:77;VFMADD231PS	%YMM4,%YMM3,%YMM10;
0x4015dc;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:65;ADD	$0x8,%RCX;
0x4015e0;:0;CMP	%RDX,%RCX;
0x4015e3;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:65;JBE	4014b0 <move_particles+0xe0>;
