address;source_location;insn;indent
0x4013d0;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:52;SUB	$0x3c8,%RSP;
0x4013d7;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;TEST	%RSI,%RSI;
0x4013da;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;JE	40226f <move_particles+0xe9f>;
0x4013e0;:0;LEA	-0x1(%RSI),%R9;
0x4013e4;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:110;VBROADCASTSS	%XMM0,%XMM1;
0x4013e9;:0;VMOVUPS	%XMM1,(%RSP);
0x4013ee;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:65;MOV	%R9,%R8;
0x4013f1;:0;SHR	$0x2,%R8;
0x4013f5;:0;INC	%R8;
0x4013f8;:0;VMOVQ	%R8,%XMM1;
0x4013fd;:0;VPBROADCASTQ	%XMM1,%YMM1;
0x401402;:0;VMOVDQU	%YMM1,0x160(%RSP);
0x40140b;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:57;MOV	%R8,%RDX;
0x40140e;:0;AND	$-0x8,%RDX;
0x401412;:0;XOR	%R10D,%R10D;
0x401415;:0;VMOVDQU	0xcc43(%RIP),%YMM5;
0x40141d;:0;VMOVDQU	0xcc5b(%RIP),%YMM9;
0x401425;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:71;VBROADCASTSS	0xcbda(%RIP),%YMM13;
0x40142e;:0;VMOVUPS	%XMM0,-0x70(%RSP);
0x401434;:0;JMP	40147f <move_particles+0xaf>;
0x401436;:0;NOPW	%CS:(%RAX,%RAX,1);
0x401440;:0;VINSERTPS	$0x10,%XMM2,%XMM4,%XMM0;(2) 
0x401446;:0;VMOVUPS	-0x70(%RSP),%XMM4;(2) 
0x40144c;:0;VMOVUPS	(%RSP),%XMM2;(2) 
0x401451;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:110;VMOVSD	0xc(%RDI,%R11,8),%XMM1;(2) 
0x401458;:0;VFMADD231PS	%XMM0,%XMM2,%XMM1;(2) 
0x40145d;:0;VMOVLPS	%XMM1,0xc(%RDI,%R11,8);(2) 
0x401464;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:112;VFMADD213SS	0x14(%RDI,%R11,8),%XMM4,%XMM8;(2) 
0x40146b;:0;VMOVSS	%XMM8,0x14(%RDI,%R11,8);(2) 
