address;source_location;insn;indent
0x402530;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:203;MOVL	$0,-0x48(%RBP);
0x402537;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:204;MOVL	$0,-0x44(%RBP);
0x40253e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:205;MOVL	$0,-0x40(%RBP);
0x402545;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:208;MOV	$0x4312b0,%EDI;
0x40254a;:0;MOV	$0x4031a0,%EDX;
0x40254f;:0;MOV	$0x7,%ESI;
0x402554;:0;MOV	%RCX,%R12;
0x402557;:0;MOV	%R15,%R8;
0x40255a;:0;XOR	%R9D,%R9D;
0x40255d;:0;XOR	%EAX,%EAX;
0x40255f;:0;LEA	-0x40(%RBP),%RBX;
0x402563;:0;PUSH	%RBX;
0x402564;:0;LEA	-0x44(%RBP),%RBX;
0x402568;:0;PUSH	%RBX;
0x402569;:0;LEA	-0x48(%RBP),%RBX;
0x40256d;:0;PUSH	%RBX;
0x40256e;:0;PUSH	%R11;
0x402570;:0;MOV	%R10,%R14;
0x402573;:0;MOV	%R11,%R13;
0x402576;:0;CALL	402130 <__kmpc_fork_call@plt>;
0x40257b;:0;MOV	%R13,%R11;
0x40257e;:0;MOV	%R12,%RCX;
0x402581;:0;MOV	%R14,%R10;
0x402584;:0;ADD	$0x20,%RSP;
0x402588;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:255;VMOVSS	-0x48(%RBP),%XMM0;
0x40258d;:0;VMOVSS	-0x3c(%RBP),%XMM1;
0x402592;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:255;VFMADD213SS	(%R14,%R15,4),%XMM1,%XMM0;
0x402598;:0;VMOVSS	%XMM0,(%R14,%R15,4);
0x40259e;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:256;VMOVSS	-0x44(%RBP),%XMM0;
0x4025a3;:0;MOV	-0x60(%RBP),%RAX;
0x4025a7;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:256;VFMADD213SS	(%RAX,%R15,4),%XMM1,%XMM0;
0x4025ad;:0;VMOVSS	%XMM0,(%RAX,%R15,4);
0x4025b3;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:257;VMOVSS	-0x40(%RBP),%XMM0;
0x4025b8;:0;MOV	-0x58(%RBP),%RAX;
0x4025bc;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:257;VFMADD213SS	(%RAX,%R15,4),%XMM1,%XMM0;
0x4025c2;:0;VMOVSS	%XMM0,(%RAX,%R15,4);
0x4025c8;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:200;INC	%R15;
0x4025cb;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:200;CMP	%R15,-0x38(%RBP);
0x4025cf;/mnt/d/isty/IATIC5/new/projet_optimisation/nbody3D/nbody.c:200;JNE	402530 <move_particles+0x70>;
